,url,SalePrice,Address,Neighborhood,Type,YearBlt,LotSize,int_lot,bedrooms,bathrooms,full_brs,1/2_brs,kitchen_level,kitchen_area,kitchen_misc,family_desc,family_level,family_area,famly_misc,dining_desc,dining_level,dining_area,dining_misc,living_desc,living_level,basement_area,basement_qual,flooring_desc,heat_desc,cooling_desc,appliances,interior_desc,interior_door,Total_spaces,Parking_features,Garage_spaces,Covered_spaces,Lot_size2,Lot_features,Property_levels,patio/porch_feature,Zoning,Structure_style,Property_SubType,Construction_material,Foundation,Property_condition,New_construction
436,https://www.zillow.com/homedetails/312-N-May-St-APT-3E-Chicago-IL-60607/60267054_zpid/,"695,000","312 N May St APT 3E,"," Chicago, IL 60607",Condominium,1899,,"1,600", 2, 2, 2,, Main, 132 ,," Windows(Window Treatments),Flooring(Hardwood)",,,," Windows(Window Treatments),Flooring(Hardwood)", Main, 493 ,," Windows(Window Treatments),Flooring(Hardwood)", Main,, None," Hardwood, Heated"," Natural Gas, Forced Air", Central Air,," Wet Bar, Storage, Built-in Features, 10'  Ceiling, Beamed Ceilings, Open Floorplan",,, ,,,,,,,,, Condominium, Brick,,, No
437,https://www.zillow.com/homedetails/312-N-May-St-APT-3E-Chicago-IL-60607/60267054_zpid/,"695,000","312 N May St APT 3E,"," Chicago, IL 60607",Condominium,1899,,"1,600", 2, 2, 2,, Main, 132 ,," Windows(Window Treatments),Flooring(Hardwood)",,,," Windows(Window Treatments),Flooring(Hardwood)", Main, 493 ,," Windows(Window Treatments),Flooring(Hardwood)", Main,, None," Hardwood, Heated"," Natural Gas, Forced Air", Central Air,," Wet Bar, Storage, Built-in Features, 10'  Ceiling, Beamed Ceilings, Open Floorplan",,, ,,,,,,,,, Condominium, Brick,,, No
438,https://www.zillow.com/homedetails/1463-Mercury-Dr-APT-217-Schaumburg-IL-60193/49914826_zpid/,"109,900","1463 Mercury Dr APT 217,"," Schaumburg, IL 60193",Condominium,1978,,650, 1, 1, 1,, Second, 64 , Eating Area-Breakfast Bar,,,,, Flooring(Carpet), Second, 180 , Separate, Flooring(Parquet), Second,, None,, Natural Gas, Central Air," Range, Dishwasher, Refrigerator",,, 2, Assigned,,,,,,,,, Condominium, Brick,,, No
439,https://www.zillow.com/homedetails/735-Hill-Dr-APT-311-Hoffman-Estates-IL-60169/2070198533_zpid/,"92,500","735 Hill Dr APT 311,"," Hoffman Estates, IL 60169",Condominium,1978,,800, 1, 1, 1,, Main, 56 , Galley,,,,, Flooring(Ceramic Tile), Main, 208 ,," Windows(All,Blinds),Flooring(Carpet)", Main,, None,, Baseboard, 1 (Window/Wall Unit)," Range, Dishwasher, Refrigerator",,, 1, Assigned,,,,,,,,, Condominium, Brick, Concrete Perimeter,, No
440,https://www.zillow.com/homedetails/22840-Redwood-Dr-Richton-Park-IL-60471/4311407_zpid/,"215,000","22840 Redwood Dr,"," Richton Park, IL 60471",Single Family Residence,1972,"8,145 sqft","1,232", 3, 2, 1, 1, Main, 110 , Eating Area-Breakfast Bar," Windows(Blinds),Flooring(Hardwood)", Lower, 273 ,," Windows(Blinds),Flooring(Vinyl)", Main, 221 , Separate," Windows(Blinds),Flooring(Vinyl)", Main,," None,Crawl", Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,, 2, Garage - Attached,, 2," 8,145 sqft",, Split Level," Deck, Porch Screened",,, Single Family Residence, Brick, Concrete Perimeter,, No
441,https://www.zillow.com/homedetails/22840-Redwood-Dr-Richton-Park-IL-60471/4311407_zpid/,"215,000","22840 Redwood Dr,"," Richton Park, IL 60471",Single Family Residence,1972,"8,145 sqft","1,232", 3, 2, 1, 1, Main, 110 , Eating Area-Breakfast Bar," Windows(Blinds),Flooring(Hardwood)", Lower, 273 ,," Windows(Blinds),Flooring(Vinyl)", Main, 221 , Separate," Windows(Blinds),Flooring(Vinyl)", Main,," None,Crawl", Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,, 2, Garage - Attached,, 2," 8,145 sqft",, Split Level," Deck, Porch Screened",,, Single Family Residence, Brick, Concrete Perimeter,, No
442,https://www.zillow.com/homedetails/10922-S-Troy-St-Chicago-IL-60655/4079703_zpid/,"239,900","10922 S Troy St,"," Chicago, IL 60655",Single Family Residence,1897,"6,229 sqft",--, 2, 2, 1, 1, Main, 256 , Eating Area-Table Space,,,,, Flooring(Hardwood), Main, 176 , Combined w/ LivRm, Flooring(Hardwood), Main,," Full,Partially Finished",, Natural Gas," Central Air, 1 (Window/Wall Unit)"," Range, Microwave, Refrigerator, Washer, Dryer",,,, Garage,,," 6,229 sqft",, One and One Half,,,, Single Family Residence, Aluminum Siding, Concrete Perimeter,, No
443,https://www.zillow.com/homedetails/916-Belleforte-Ave-Oak-Park-IL-60302/3801027_zpid/,"560,000","916 Belleforte Ave,"," Oak Park, IL 60302",Single Family Residence,1926,"6,960 sqft","1,654", 4, 2, 2,, Main, 108 ," Eating Area-Table Space, Pantry-Walk-in",,,,," Windows(Window Treatments),Flooring(Hardwood)", Main, 234 , Separate," Windows(Window Treatments),Flooring(Hardwood)", Main,," Full,Finished", Hardwood," Natural Gas, Steam, Radiators", Space Pac," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",,, 3, Off Street,, 2," 6,960 sqft",, Two, Patio,, American 4-Sq., Single Family Residence, Stucco,,, No
444,https://www.zillow.com/homedetails/6337-W-Addison-St-Chicago-IL-60634/3660431_zpid/,"295,000","6337 W Addison St,"," Chicago, IL 60634",Single Family Residence,1919,"3,750 sqft",844, 4, 1, 1,, Main, 162 , Eating Area-Table Space,,,,,,, 288 , Combined w/ LivRm, Flooring(Hardwood), Main,," Full,Partially Finished",," Natural Gas, Forced Air", Central Air," Range, Refrigerator, Washer, Dryer",,, 2, Garage,, 2," 3,750 sqft",, One and One Half,,,, Single Family Residence, Frame,,, No
445,https://www.zillow.com/homedetails/2919-N-Burling-St-APT-F-Chicago-IL-60657/54534672_zpid/,"495,000","2919 N Burling St APT F,"," Chicago, IL 60657",Condominium,1998,,"1,500", 2, 2, 2,, Second, 170 , Eating Area-Breakfast Bar,,,,, Flooring(Hardwood), Second, 255 , Combined w/ LivRm, Flooring(Hardwood), Second,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,, 1, Garage - Attached,, 1,,,, Deck,,, Condominium," Brick, Block", Concrete Perimeter,, No
446,https://www.zillow.com/homedetails/316-E-17th-St-Chicago-IL-60616/2082359030_zpid/,"685,000","316 E 17th St,"," Chicago, IL 60616",Townhouse,2006,No Data,"2,400", 2, 3, 2, 1, Main, 120 ," Eating Area-Breakfast Bar, Eating Area-Table Space, Island", Flooring(Carpet), Lower, 240 ,, Flooring(Hardwood), Main, 300 ,, Flooring(Hardwood), Main,, None, Hardwood, Natural Gas, Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Wine Refrigerator, Range Hood",,, 2, Garage - Attached,, 2,,,,,,, Townhouse, Brick,,, No
447,https://www.zillow.com/homedetails/2919-N-Burling-St-APT-F-Chicago-IL-60657/54534672_zpid/,"495,000","2919 N Burling St APT F,"," Chicago, IL 60657",Condominium,1998,,"1,500", 2, 2, 2,, Second, 170 , Eating Area-Breakfast Bar,,,,, Flooring(Hardwood), Second, 255 , Combined w/ LivRm, Flooring(Hardwood), Second,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",,, 1, Garage - Attached,, 1,,,, Deck,,, Condominium," Brick, Block", Concrete Perimeter,, No
448,https://www.zillow.com/homedetails/6334-W-Giddings-St-Chicago-IL-60630/3650341_zpid/,"419,900","6334 W Giddings St,"," Chicago, IL 60630",Single Family Residence,1940,"4,181 sqft","1,720", 5, 3, 3,, Main, 128 ," Eating Area-Breakfast Bar, Granite Counters", Flooring(Vinyl), Basement, 440 ,, Flooring(Hardwood), Main, 204 , Separate, Flooring(Hardwood), Main,," Full,Finished", Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal", 1st Floor Full Bath,,, Garage,,," 4,181 sqft",, Two, Deck,, Tudor, Single Family Residence," Vinyl Siding, Brick, Stone",,, No
449,https://www.zillow.com/homedetails/905-W-Cornelia-Ave-APT-1E-Chicago-IL-60657/2084715454_zpid/,"259,900","905 W Cornelia Ave APT 1E,"," Chicago, IL 60657",Condominium,No Data,,--, 2, 1, 1,, Main, 77 , SolidSurfaceCounter,,,,,, Main, 154 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s), Intercom, Gas Oven", Storage,,, ,,,," Sidewalks, Streetlights",, Deck,,, Condominium, Brick,,, No
450,https://www.zillow.com/homedetails/Chicago-IL-60608/89914248_zpid/,"239,900","(Undisclosed Address),"," Chicago, IL 60608",Condominium,1920,,845, 2, 1, 1,, Main, 80 , Eating Area-Breakfast Bar,,,,, Flooring(Hardwood), Main, 342 , Combined w/ LivRm," Windows(Blinds),Flooring(Hardwood)", Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Disposal"," Elevator, Storage",, 1, Garage - Attached,, 1,, Corner Lot,,,,, Condominium, Stone, Concrete Perimeter,, No
451,https://www.zillow.com/homedetails/Chicago-IL-60608/89914248_zpid/,"239,900","(Undisclosed Address),"," Chicago, IL 60608",Condominium,1920,,845, 2, 1, 1,, Main, 80 , Eating Area-Breakfast Bar,,,,, Flooring(Hardwood), Main, 342 , Combined w/ LivRm," Windows(Blinds),Flooring(Hardwood)", Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Disposal"," Elevator, Storage",, 1, Garage - Attached,, 1,, Corner Lot,,,,, Condominium, Stone, Concrete Perimeter,, No
452,https://www.zillow.com/homedetails/5608-S-Nagle-Ave-Chicago-IL-60638/3945095_zpid/,"439,900","5608 S Nagle Ave,"," Chicago, IL 60638",Multi Family,1926,,--, 6, 4, 4,,,,,,,,,,,,,,,," Full,Finished",," Natural Gas, Electric",,,,, 4, Driveway,,," 5,227 sqft",,,,, Bungalow, Multi Family,,,, No
453,https://www.zillow.com/homedetails/1802-S-State-St-210-Chicago-IL-60616/2083200629_zpid/,"499,900","1802 S State St #210,"," Chicago, IL 60616",Condominium,2020,,--, 3, 2, 2,, Main, 210 ," Eating Area-Breakfast Bar, Eating Area-Table Space, Island",,,,,, Main, 165 ,, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Range Hood"," Elevator, Walk-In Closet(s), 10'  Ceiling",, 1, Garage - Attached,, 1,,,, Roof Deck,,, Condominium, Brick, Concrete Perimeter,, No
454,https://www.zillow.com/homedetails/4840-Foster-St-APT-402-Skokie-IL-60077/3525436_zpid/,"235,000","4840 Foster St APT 402,"," Skokie, IL 60077",Condominium,1974,,--, 2, 2, 2,, Fourth, 160 , Eating Area-Table Space,,,,, Flooring(Hardwood), Fourth, 280 , Separate, Flooring(Hardwood), Fourth,, None,, Electric, Central Air," Range, Dishwasher, Refrigerator",,, 1, Garage - Attached,, 1,, Common Grounds,,,,, Condominium, Brick, Concrete Perimeter,, No
455,https://www.zillow.com/homedetails/18134-Edgar-Pl-Tinley-Park-IL-60487/80817424_zpid/,"339,900","18134 Edgar Pl,"," Tinley Park, IL 60487",Townhouse,2005,No Data,"1,936", 2, 3, 2, 1, Main, 132 ," Eating Area-Table Space, Pantry-Closet",,,,," Windows(All),Flooring(Hardwood)", Main, 304 ,," Windows(All),Flooring(Hardwood)", Main,," Full,English,Finished,Lookout", Hardwood," Natural Gas, Forced Air", Central Air," Microwave, Range, Refrigerator"," Vaulted/Cathedral Ceilings, Open Floorplan"," Sliding Doors, 6 Panel Door(s)", 2, Garage - Attached,, 2,,,,,,, Townhouse," Vinyl Siding, Brick",,, No
456,https://www.zillow.com/homedetails/18134-Edgar-Pl-Tinley-Park-IL-60487/80817424_zpid/,"339,900","18134 Edgar Pl,"," Tinley Park, IL 60487",Townhouse,2005,No Data,"1,936", 2, 3, 2, 1, Main, 132 ," Eating Area-Table Space, Pantry-Closet",,,,," Windows(All),Flooring(Hardwood)", Main, 304 ,," Windows(All),Flooring(Hardwood)", Main,," Full,English,Finished,Lookout", Hardwood," Natural Gas, Forced Air", Central Air," Microwave, Range, Refrigerator"," Vaulted/Cathedral Ceilings, Open Floorplan"," Sliding Doors, 6 Panel Door(s)", 2, Garage - Attached,, 2,,,,,,, Townhouse," Vinyl Siding, Brick",,, No
457,https://www.zillow.com/homedetails/4536-N-Sheridan-Rd-APT-303-Chicago-IL-60640/54533640_zpid/,"340,000","4536 N Sheridan Rd APT 303,"," Chicago, IL 60640",Condominium,1889,,"1,300", 2, 2, 2,, Main, 200 , Island,,,,, Flooring(Hardwood), Main, 360 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)"," Storage, Built-in Features",, 1," Assigned, Electric Gate, Secured",,,,,, Porch,,, Condominium, Brick,,, No
458,https://www.zillow.com/homedetails/4536-N-Sheridan-Rd-APT-303-Chicago-IL-60640/54533640_zpid/,"340,000","4536 N Sheridan Rd APT 303,"," Chicago, IL 60640",Condominium,1889,,"1,300", 2, 2, 2,, Main, 200 , Island,,,,, Flooring(Hardwood), Main, 360 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)"," Storage, Built-in Features",, 1," Assigned, Electric Gate, Secured",,,,,, Porch,,, Condominium, Brick,,, No
459,https://www.zillow.com/homedetails/4536-N-Sheridan-Rd-APT-303-Chicago-IL-60640/54533640_zpid/,"340,000","4536 N Sheridan Rd APT 303,"," Chicago, IL 60640",Condominium,1889,,"1,300", 2, 2, 2,, Main, 200 , Island,,,,, Flooring(Hardwood), Main, 360 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)"," Storage, Built-in Features",, 1," Assigned, Electric Gate, Secured",,,,,, Porch,,, Condominium, Brick,,, No
460,https://www.zillow.com/homedetails/11219-S-Oak-Park-Ave-Worth-IL-60482/126244152_zpid/,"65,000","11219 S Oak Park Ave,"," Worth, IL 60482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,https://www.zillow.com/homedetails/99-Wellington-Rd-Northbrook-IL-60062/3329323_zpid/,"384,900","99 Wellington Rd,"," Northbrook, IL 60062",Townhouse,1990,No Data,"2,464", 3, 3, 2, 1, Main, 130 , Eating Area-Table Space," Windows(Blinds),Flooring(Carpet)", Second, 288 ,," Windows(Curtains/Drapes),Flooring(Hardwood)", Main, 437 , Combined w/ LivRm," Windows(Curtains/Drapes),Flooring(Hardwood)", Main,," Full,Finished", Hardwood," Natural Gas, Forced Air", Central Air," Double Oven, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",,, 2, Garage - Attached,, 2,, Landscaped,, Patio,,, Townhouse," Aluminum Siding, Brick", Concrete Perimeter,, No
462,https://www.zillow.com/homedetails/99-Wellington-Rd-Northbrook-IL-60062/3329323_zpid/,"384,900","99 Wellington Rd,"," Northbrook, IL 60062",Townhouse,1990,No Data,"2,464", 3, 3, 2, 1, Main, 130 , Eating Area-Table Space," Windows(Blinds),Flooring(Carpet)", Second, 288 ,," Windows(Curtains/Drapes),Flooring(Hardwood)", Main, 437 , Combined w/ LivRm," Windows(Curtains/Drapes),Flooring(Hardwood)", Main,," Full,Finished", Hardwood," Natural Gas, Forced Air", Central Air," Double Oven, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",,, 2, Garage - Attached,, 2,, Landscaped,, Patio,,, Townhouse," Aluminum Siding, Brick", Concrete Perimeter,, No
463,https://www.zillow.com/homedetails/520-W-Huron-St-APT-205-Chicago-IL-60654/2140869045_zpid/,"295,000","520 W Huron St APT 205,"," Chicago, IL 60654",Condominium,2000,,900, 1, 1, 1,, Main, 132 ,,,,,, Flooring(Hardwood), Main, 204 , Combined w/ LivRm, Flooring(Hardwood), Main,, None, Hardwood," Natural Gas, Forced Air", Central Air,," Elevator, Storage, Dining Combo, Doorman, Granite Counters, Lobby",, 1," Assigned, Off Street",,,,,,,,, Condominium, Brick,,, No
464,https://www.zillow.com/homedetails/3321-W-84th-Pl-Chicago-IL-60652/3976776_zpid/,"210,000","3321 W 84th Pl,"," Chicago, IL 60652",Single Family Residence,1957,"3,998 sqft",946, 3, 2, 2,, Main, 192 ," Eating Area-Table Space, Pantry-Closet, Granite Counters"," Windows(None),Flooring(Other)", Basement, 340 ,,,, 252 ,," Windows(All),Flooring(Hardwood)", Main,," Full,Partially Finished",, Forced Air, Central Air,,, Storm Door(s), 2, Garage,, 2," 3,998 sqft",, One,,, Ranch, Single Family Residence, Brick, Concrete Perimeter,, No
465,https://www.zillow.com/homedetails/9736-S-Beverly-Ave-Chicago-IL-60643/4127867_zpid/,"450,000","9736 S Beverly Ave,"," Chicago, IL 60643",Single Family Residence,1990,"6,651 sqft","2,400", 4, 4, 2, 2, Main, 300 , Eating Area-Table Space, Flooring(Hardwood), Main, 315 ,, Flooring(Hardwood), Main, 368 , Separate, Flooring(Hardwood), Main,," Full,Finished", Hardwood, Natural Gas, Central Air," Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s), Range Hood"," Vaulted/Cathedral Ceilings, Granite Counters",, 2, Garage - Attached,, 2," 6,651 sqft",, Two, Patio,,, Single Family Residence, Brick,,, No
466,https://www.zillow.com/homedetails/8233-S-Rhodes-Ave-Chicago-IL-60619/4018693_zpid/,"135,000","8233 S Rhodes Ave,"," Chicago, IL 60619",Single Family Residence,1925,"3,702 sqft","1,092", 4, 2, 2,, Main, 225 , Eating Area-Table Space,,,,, Flooring(Hardwood), Main, 224 , Separate, Flooring(Hardwood), Main,," Full,Unfinished", Hardwood," Natural Gas, Radiators", None,," 1st Floor Bedroom, 1st Floor Full Bath", Storm Door(s), 2, Garage,, 2," 3,702 sqft"," Sidewalks, Streetlights", One and One Half," Patio, Porch",, Bungalow, Single Family Residence, Brick,,, No
467,https://www.zillow.com/homedetails/8233-S-Rhodes-Ave-Chicago-IL-60619/4018693_zpid/,"135,000","8233 S Rhodes Ave,"," Chicago, IL 60619",Single Family Residence,1925,"3,702 sqft","1,092", 4, 2, 2,, Main, 225 , Eating Area-Table Space,,,,, Flooring(Hardwood), Main, 224 , Separate, Flooring(Hardwood), Main,," Full,Unfinished", Hardwood," Natural Gas, Radiators", None,," 1st Floor Bedroom, 1st Floor Full Bath", Storm Door(s), 2, Garage,, 2," 3,702 sqft"," Sidewalks, Streetlights", One and One Half," Patio, Porch",, Bungalow, Single Family Residence, Brick,,, No
468,https://www.zillow.com/homedetails/17227-Greenbay-Ave-Lansing-IL-60438/4290423_zpid/,"125,000","17227 Greenbay Ave,"," Lansing, IL 60438",Single Family Residence,1954,"6,098 sqft",945, 2, 1, 1,, Main, 126 ,,,,,,,, 240 ,, Flooring(Carpet), Main,," None,Slab",," Natural Gas, Forced Air", Central Air,,,, 1, Garage,, 1," 6,098 sqft",, One, Patio,, Ranch, Single Family Residence, Brick, Concrete Perimeter,, No
469,https://www.zillow.com/homedetails/2174-Shermer-Rd-Northbrook-IL-60062/3339784_zpid/,"395,000","2174 Shermer Rd,"," Northbrook, IL 60062",Single Family Residence,1960,0.65 Acres,"1,660", 3, 2, 1, 1, Main, 130 ," Eating Area-Table Space, Granite Counters", Flooring(Wood Laminate), Lower, 252 ,," Windows(None),Flooring(Hardwood)", Main, 273 , Combined w/ LivRm," Windows(None),Flooring(Hardwood)", Main,," Partial,Finished", Hardwood, Steam, Space Pac," Range, Microwave, Refrigerator, Washer, Dryer",,, 1, Garage - Attached,, 1, 0.65 Acres,, One and One Half, Patio,, Tri-Level, Single Family Residence," Aluminum Siding, Brick",,, No
470,https://www.zillow.com/homedetails/2174-Shermer-Rd-Northbrook-IL-60062/3339784_zpid/,"395,000","2174 Shermer Rd,"," Northbrook, IL 60062",Single Family Residence,1960,0.65 Acres,"1,660", 3, 2, 1, 1, Main, 130 ," Eating Area-Table Space, Granite Counters", Flooring(Wood Laminate), Lower, 252 ,," Windows(None),Flooring(Hardwood)", Main, 273 , Combined w/ LivRm," Windows(None),Flooring(Hardwood)", Main,," Partial,Finished", Hardwood, Steam, Space Pac," Range, Microwave, Refrigerator, Washer, Dryer",,, 1, Garage - Attached,, 1, 0.65 Acres,, One and One Half, Patio,, Tri-Level, Single Family Residence," Aluminum Siding, Brick",,, No
471,https://www.zillow.com/homedetails/1525-Yellowstone-Dr-Streamwood-IL-60107/70453620_zpid/,"315,000","1525 Yellowstone Dr,"," Streamwood, IL 60107",Townhouse,2005,No Data,"2,025", 3, 3, 2, 1, Main, 228 , Eating Area-Table Space," Windows(Blinds),Flooring(Carpet)", Basement, 380 ,," Windows(Blinds),Flooring(Hardwood)", Main, 288 , Separate," Windows(Blinds),Flooring(Hardwood)", Main,," Full,Walkout,Finished,Exterior Access", Hardwood," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator, Washer, Dryer",, 6 Panel Door(s), 2, Garage - Attached,, 2,,,, Deck,,, Townhouse," Aluminum Siding, Brick", Concrete Perimeter,, No
472,https://www.zillow.com/homedetails/1144-Cheltenham-Rd-Elk-Grove-Village-IL-60007/3463799_zpid/,"369,900","1144 Cheltenham Rd,"," Elk Grove Village, IL 60007",Single Family Residence,1968,"8,999 sqft","2,380", 4, 2, 2,, Main, 88 ,, Flooring(Vinyl), Lower, 425 ,, Flooring(Hardwood), Main, 270 , Kitchen/Dining Combo, Flooring(Hardwood), Main,," Full,English,Finished", Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Range Hood", In-Law Floorplan,, 4," Off Street, Driveway",, 2," 8,999 sqft",, Raised Ranch," Deck, Patio",, Bi-Level, Single Family Residence, Vinyl Siding,,, No
473,https://www.zillow.com/homedetails/1650-N-Lorel-Ave-Chicago-IL-60639/2089802360_zpid/,"330,000","1650 N Lorel Ave,"," Chicago, IL 60639",Multi Family,1920,,--, 4, 2, 2,,,,,,,,,,,,,,,," Full,Unfinished",, Natural Gas,,,,, 2, ,,," 3,484 sqft",,,,,, Multi Family,,,, No
474,https://www.zillow.com/homedetails/2174-Shermer-Rd-Northbrook-IL-60062/3339784_zpid/,"395,000","2174 Shermer Rd,"," Northbrook, IL 60062",Single Family Residence,1960,0.65 Acres,"1,660", 3, 2, 1, 1, Main, 130 ," Eating Area-Table Space, Granite Counters", Flooring(Wood Laminate), Lower, 252 ,," Windows(None),Flooring(Hardwood)", Main, 273 , Combined w/ LivRm," Windows(None),Flooring(Hardwood)", Main,," Partial,Finished", Hardwood, Steam, Space Pac," Range, Microwave, Refrigerator, Washer, Dryer",,, 1, Garage - Attached,, 1, 0.65 Acres,, One and One Half, Patio,, Tri-Level, Single Family Residence," Aluminum Siding, Brick",,, No
475,https://www.zillow.com/homedetails/1525-Yellowstone-Dr-Streamwood-IL-60107/70453620_zpid/,"315,000","1525 Yellowstone Dr,"," Streamwood, IL 60107",Townhouse,2005,No Data,"2,025", 3, 3, 2, 1, Main, 228 , Eating Area-Table Space," Windows(Blinds),Flooring(Carpet)", Basement, 380 ,," Windows(Blinds),Flooring(Hardwood)", Main, 288 , Separate," Windows(Blinds),Flooring(Hardwood)", Main,," Full,Walkout,Finished,Exterior Access", Hardwood," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator, Washer, Dryer",, 6 Panel Door(s), 2, Garage - Attached,, 2,,,, Deck,,, Townhouse," Aluminum Siding, Brick", Concrete Perimeter,, No
476,https://www.zillow.com/homedetails/1650-N-Lorel-Ave-Chicago-IL-60639/2089802360_zpid/,"330,000","1650 N Lorel Ave,"," Chicago, IL 60639",Multi Family,1920,,--, 4, 2, 2,,,,,,,,,,,,,,,," Full,Unfinished",, Natural Gas,,,,, 2, ,,," 3,484 sqft",,,,,, Multi Family,,,, No
477,https://www.zillow.com/homedetails/1650-N-Lorel-Ave-Chicago-IL-60639/2089802360_zpid/,"330,000","1650 N Lorel Ave,"," Chicago, IL 60639",Multi Family,1920,,--, 4, 2, 2,,,,,,,,,,,,,,,," Full,Unfinished",, Natural Gas,,,,, 2, ,,," 3,484 sqft",,,,,, Multi Family,,,, No
478,https://www.zillow.com/homedetails/433-51st-Ave-Hillside-IL-60162/3754490_zpid/,"247,900","433 51st Ave,"," Hillside, IL 60162",Single Family Residence,1956,"6,298 sqft","1,064", 3, 1, 1,, Main, 110 , Eating Area-Breakfast Bar,,,,, Flooring(Carpet), Main, 182 , Separate, Flooring(Wood Laminate), Main,," None,Crawl", Wood Laminate Floors, Natural Gas, Central Air," Range, Refrigerator, Washer, Dryer, Dishwasher, Microwave"," Vaulted/Cathedral Ceilings, 1st Floor Bedroom, 1st Floor Full Bath, Beamed Ceilings",, 2, Driveway,, 1," 6,298 sqft",, One, Patio,, Ranch, Single Family Residence, Brick,,, No
479,https://www.zillow.com/homedetails/1110-Kenneth-Cir-Elgin-IL-60120/3380182_zpid/,"124,900","1110 Kenneth Cir,"," Elgin, IL 60120",Townhouse,1985,No Data,"1,070", 2, 1, 1,, Main, 72 ,,,,,," Windows(None),Flooring(Carpet)", Main, 240 ,," Windows(None),Flooring(Carpet)", Main, 535 ," Full,Partially Finished",," Natural Gas, Forced Air", Central Air," Range, Refrigerator",,, 1, Assigned,,,, Common Grounds,, Patio,,, Townhouse, Brick, Concrete Perimeter,, No
480,https://www.zillow.com/homedetails/3346-E-91st-St-Chicago-IL-60617/2137285684_zpid/,"300,000","3346 E 91st St,"," Chicago, IL 60617",Multi Family,1880,,--, 7, 2, 2,,,,,,,,,,,,,,,," Full,Walkout,Unfinished,Exterior Access",," Natural Gas, Forced Air",,,,, 2," Off Alley, Off Street",,," 3,049 sqft"," Sidewalks, Streetlights",, Porch, MULTI, Traditional, Multi Family,, Concrete Perimeter,, No
481,https://www.zillow.com/homedetails/17037-Grissom-Dr-APT-3N-Tinley-Park-IL-60477/4198884_zpid/,"149,900","17037 Grissom Dr APT 3N,"," Tinley Park, IL 60477",Condominium,1986,,"1,100", 2, 2, 2,, Main, 130 ,,,,,,, Main, 240 ,,, Main,, None,, Natural Gas, Central Air,,,, 6, Assigned,, 1,,,,,,, Condominium, Brick,,, No
482,https://www.zillow.com/homedetails/17037-Grissom-Dr-APT-3N-Tinley-Park-IL-60477/4198884_zpid/,"149,900","17037 Grissom Dr APT 3N,"," Tinley Park, IL 60477",Condominium,1986,,"1,100", 2, 2, 2,, Main, 130 ,,,,,,, Main, 240 ,,, Main,, None,, Natural Gas, Central Air,,,, 6, Assigned,, 1,,,,,,, Condominium, Brick,,, No
