,url,SalePrice,Address,Neighborhood,Type,YearBlt,LotSize,LotSize_2,bedrooms,bathrooms,full_brs,1/2_brs,kitchen_level,kitchen_area,kitchen_misc,family_desc,family_level,family_area,famly_misc,dining_desc,dining_level,dining_area,dining_misc,living_desc,living_level,basement_area,basement_qual,flooring_desc,heat_desc,cooling_desc,appliances,interior_desc,interior_door
93,https://www.zillow.com/homedetails/3854-N-Claremont-Ave-Chicago-IL-60618/2070419001_zpid/,"799,000","3854 N Claremont Ave,"," Chicago, IL 60618",Multi Family,1915,,--, 4, 2, 2,,,,,,,,,,,,,,,," Full,Unfinished",, Radiant,,,,
94,https://www.zillow.com/homedetails/2312-W-Bloomingdale-Ave-APT-D-Chicago-IL-60647/2077400283_zpid/,"415,000","2312 W Bloomingdale Ave APT D,"," Chicago, IL 60647",Condominium,1998,,"1,300", 2, 2, 2,, Main, 117 ," Island, Granite Counters",,,,, Flooring(Hardwood), Main, 234 , Combined w/ LivRm," Windows(Window Treatments),Flooring(Hardwood)", Main,, None," Hardwood, Some Carpeting", Natural Gas, Central Air," Range, Refrigerator, Washer, Dryer"," Open Floorplan, Granite Counters",
95,https://www.zillow.com/homedetails/155-Oak-Ridge-Ave-Hillside-IL-60162/3770825_zpid/,"250,000","155 Oak Ridge Ave,"," Hillside, IL 60162",Single Family Residence,1907,"6,359 sqft","1,200", 3, 1, 1,, Main, 180 ,,,,,,,, 180 ,, Flooring(Marble), Main,," Full,Unfinished", Hardwood," Natural Gas, Forced Air", Central Air," Range, Refrigerator, Washer, Dryer",,
96,https://www.zillow.com/homedetails/1117-Gage-St-Winnetka-IL-60093/3359362_zpid/,"1,549,900","1117 Gage St,"," Winnetka, IL 60093",Single Family Residence,1999,"10,001 sqft","3,528", 5, 4, 3, 1, Main, 208 ," Eating Area-Table Space, Island"," Windows(None),Flooring(Hardwood)", Main, 330 ,," Windows(Curtains/Drapes),Flooring(Hardwood)", Main, 208 , Separate," Windows(Blinds),Flooring(Hardwood)", Main,," Full,Finished", Hardwood," Natural Gas, Forced Air", Central Air," Range, Dishwasher, Refrigerator, Washer, Dryer, Disposal"," Vaulted/Cathedral Ceilings, 1st Floor Full Bath",
97,https://www.zillow.com/homedetails/1622-W-Pierce-Ave-Chicago-IL-60622/2132453110_zpid/,"670,000","1622 W Pierce Ave,"," Chicago, IL 60622",Multi Family,1878,,--, 3, 2, 2,,,,,,,,,,,,,,,," Partial,Unfinished",," Natural Gas, Forced Air",,,,
98,https://www.zillow.com/homedetails/4745-S-Woodlawn-Ave-Chicago-IL-60615/3985031_zpid/,"215,000","4745 S Woodlawn Ave,"," Chicago, IL 60615",Single Family Residence,1966,"1,655 sqft","1,415", 4, 2, 1, 1, Main, 143 ,,,,,,,, 120 ,,, Main,," Full,Finished",, Natural Gas, None,,,
99,https://www.zillow.com/homedetails/4745-S-Woodlawn-Ave-Chicago-IL-60615/3985031_zpid/,"215,000","4745 S Woodlawn Ave,"," Chicago, IL 60615",Single Family Residence,1966,"1,655 sqft","1,415", 4, 2, 1, 1, Main, 143 ,,,,,,,, 120 ,,, Main,," Full,Finished",, Natural Gas, None,,,
100,https://www.zillow.com/homedetails/1000-W-Weathersfield-Way-Schaumburg-IL-60193/3430477_zpid/,"379,000","1000 W Weathersfield Way,"," Schaumburg, IL 60193",Single Family Residence,1971,"8,886 sqft","1,765", 3, 2, 2,, Main, 187 , Island,, Main, 288 ,, Flooring(Hardwood), Main, 224 , Separate, Flooring(Hardwood), Main,, None," Hardwood, Some Carpeting, Some Wood Floors"," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Humidifier"," 1st Floor Bedroom, 1st Floor Full Bath",
101,https://www.zillow.com/homedetails/500-W-Superior-St-UNIT-1609-Chicago-IL-60654/80853060_zpid/,"499,500","500 W Superior St UNIT 1609,"," Chicago, IL 60654",Condominium,1974,,"1,095", 2, 2, 2,, Main, 130 ," Eating Area-Breakfast Bar, Pantry-Closet",,,,, Flooring(Hardwood), Main, 306 , Combined w/ LivRm," Windows(Shades),Flooring(Hardwood)", Main,, None, Hardwood," Forced Air, Other", Central Air," Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, Stainless Steel Appliance(s)", Storage,
102,https://www.zillow.com/homedetails/1154-W-Ohio-St-101-Chicago-IL-60642/306333750_zpid/,"550,000","1154 W Ohio St #101,"," Chicago, IL 60642",Condominium,2017,,"1,619", 3, 3, 3,, Lower, 72 , Eating Area-Breakfast Bar,,,,, Flooring(Hardwood), Lower, 399 , Combined w/ LivRm, Flooring(Hardwood), Lower,," Full,Finished"," Hardwood, Heated"," Natural Gas, Forced Air, Radiant, 2+ Sep Heating Systems, Indv Controls", Central Air," Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Trash Compactor, Stainless Steel Appliance(s), Cooktop, Gas Cooktop, Gas Oven, Humidifier"," Walk-In Closet(s), Dining Combo",
103,https://www.zillow.com/homedetails/1154-W-Ohio-St-101-Chicago-IL-60642/306333750_zpid/,"550,000","1154 W Ohio St #101,"," Chicago, IL 60642",Condominium,2017,,"1,619", 3, 3, 3,, Lower, 72 , Eating Area-Breakfast Bar,,,,, Flooring(Hardwood), Lower, 399 , Combined w/ LivRm, Flooring(Hardwood), Lower,," Full,Finished"," Hardwood, Heated"," Natural Gas, Forced Air, Radiant, 2+ Sep Heating Systems, Indv Controls", Central Air," Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Trash Compactor, Stainless Steel Appliance(s), Cooktop, Gas Cooktop, Gas Oven, Humidifier"," Walk-In Closet(s), Dining Combo",
104,https://www.zillow.com/homedetails/6143-N-Lawndale-Ave-Chicago-IL-60659/3620124_zpid/,"405,000","6143 N Lawndale Ave,"," Chicago, IL 60659",Single Family Residence,1969,"3,833 sqft","1,152", 4, 2, 2,, Main, 90 ," Eating Area-Table Space, Galley", Flooring(Carpet), Lower, 252 ,, Flooring(Hardwood), Main, 221 , Combined w/ LivRm, Flooring(Hardwood), Main,," Partial,Walkout,Unfinished,Sub-Basement",, Natural Gas, Central Air," Range, Refrigerator, Washer, Dryer",,
105,https://www.zillow.com/homedetails/2303-Holiday-Ter-APT-53-Lansing-IL-60438/4272347_zpid/,"53,000","2303 Holiday Ter APT 53,"," Lansing, IL 60438",Condominium,1970,,700, 1, 1, 1,, Main, 110 , Eating Area-Table Space,,,,," Windows(All),Flooring(Wood Laminate)", Main, 169 , Combined w/ LivRm," Windows(All),Flooring(Wood Laminate)", Main,, None," Hardwood, Wood Laminate Floors"," Electric, Baseboard"," Central Air, 1 (Window/Wall Unit)"," Range, Microwave, Dishwasher, Refrigerator, Disposal"," Vaulted/Cathedral Ceilings, Elevator",
106,https://www.zillow.com/homedetails/2303-Holiday-Ter-APT-53-Lansing-IL-60438/4272347_zpid/,"53,000","2303 Holiday Ter APT 53,"," Lansing, IL 60438",Condominium,1970,,700, 1, 1, 1,, Main, 110 , Eating Area-Table Space,,,,," Windows(All),Flooring(Wood Laminate)", Main, 169 , Combined w/ LivRm," Windows(All),Flooring(Wood Laminate)", Main,, None," Hardwood, Wood Laminate Floors"," Electric, Baseboard"," Central Air, 1 (Window/Wall Unit)"," Range, Microwave, Dishwasher, Refrigerator, Disposal"," Vaulted/Cathedral Ceilings, Elevator",
107,https://www.zillow.com/homedetails/510-W-Erie-St-APT-1602-Chicago-IL-60654/63699307_zpid/,"425,000","510 W Erie St APT 1602,"," Chicago, IL 60654",Condominium,2003,,--, 2, 2, 2,, Main, 108 , Island,,,,,, Main, 420 , Combined w/ LivRm, Flooring(Wood Laminate), Main,, None, Wood Laminate Floors," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)"," Storage, Built-in Features, Walk-In Closet(s)",
108,https://www.zillow.com/homedetails/680-N-Lake-Shore-Dr-APT-912-Chicago-IL-60611/3866139_zpid/,"550,000","680 N Lake Shore Dr APT 912,"," Chicago, IL 60611",Condominium,No Data,,"1,700", 3, 2, 2,, Main, 168 ,,,,,, Flooring(Hardwood), Main, 480 ,, Flooring(Hardwood), Main,, None, Hardwood, Steam, Central Air,, Storage,
109,https://www.zillow.com/homedetails/Crestwood-IL-60445/4209625_zpid/,"200,000","(Undisclosed Address),"," Crestwood, IL 60445",Single Family Residence,1980,"10,193 sqft","1,187", 3, 2, 2,, Main, 100 ,,,,,,,,,,,,, None,," Natural Gas, Electric", Central Air,,,
110,https://www.zillow.com/homedetails/18430-Pine-Cone-Dr-APT-1-Tinley-Park-IL-60477/4299286_zpid/,"172,500","18430 Pine Cone Dr APT 1,"," Tinley Park, IL 60477",Condominium,1994,,"1,600", 2, 2, 2,, Main, 150 ," Eating Area-Table Space, Galley",,,,, Flooring(Carpet), Main, 238 , L-shaped, Flooring(Carpet), Main,, None,," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Humidifier"," 1st Floor Bedroom, Flexicore",
111,https://www.zillow.com/homedetails/2900-N-Troy-St-A3-Chicago-IL-60618/87711424_zpid/,"275,000","2900 N Troy St #A3,"," Chicago, IL 60618",Condominium,1915,,--, 2, 2, 2,, Main, 216 ,,,,,,,, 132 ,, Flooring(Hardwood), Main,, None,," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Stainless Steel Appliance(s), Gas Cooktop"," Storage, Open Floorplan",
112,https://www.zillow.com/homedetails/18430-Pine-Cone-Dr-APT-1-Tinley-Park-IL-60477/4299286_zpid/,"172,500","18430 Pine Cone Dr APT 1,"," Tinley Park, IL 60477",Condominium,1994,,"1,600", 2, 2, 2,, Main, 150 ," Eating Area-Table Space, Galley",,,,, Flooring(Carpet), Main, 238 , L-shaped, Flooring(Carpet), Main,, None,," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Humidifier"," 1st Floor Bedroom, Flexicore",
113,https://www.zillow.com/homedetails/2900-N-Troy-St-A3-Chicago-IL-60618/87711424_zpid/,"275,000","2900 N Troy St #A3,"," Chicago, IL 60618",Condominium,1915,,--, 2, 2, 2,, Main, 216 ,,,,,,,, 132 ,, Flooring(Hardwood), Main,, None,," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Stainless Steel Appliance(s), Gas Cooktop"," Storage, Open Floorplan",
114,https://www.zillow.com/homedetails/1435-W-Catalpa-Ave-APT-3-Chicago-IL-60640/3698700_zpid/,"475,000","1435 W Catalpa Ave APT 3,"," Chicago, IL 60640",Condominium,1916,,"1,741", 2, 2, 2,, Main, 187 ,,,,,, Flooring(Hardwood), Main, 238 , Separate, Flooring(Hardwood), Main,," Partial,Walkout,Exterior Access", Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Washer, Dryer, Disposal, Stainless Steel Appliance(s)", Storage,
115,https://www.zillow.com/homedetails/1435-W-Catalpa-Ave-APT-3-Chicago-IL-60640/3698700_zpid/,"475,000","1435 W Catalpa Ave APT 3,"," Chicago, IL 60640",Condominium,1916,,"1,741", 2, 2, 2,, Main, 187 ,,,,,, Flooring(Hardwood), Main, 238 , Separate, Flooring(Hardwood), Main,," Partial,Walkout,Exterior Access", Hardwood," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Washer, Dryer, Disposal, Stainless Steel Appliance(s)", Storage,
116,https://www.zillow.com/homedetails/Oak-Forest-IL-60452/4222132_zpid/,"249,900","(Undisclosed Address),"," Oak Forest, IL 60452",Single Family Residence,1971,"8,232 sqft","1,484", 3, 5, 3, 2, Main, 150 ,, Flooring(Carpet), Lower, 483 ,, Flooring(Ceramic Tile), Main, 216 , Combined w/ LivRm, Flooring(Carpet), Main,, None,," Natural Gas, Forced Air", Central Air, Stainless Steel Appliance(s),,
117,https://www.zillow.com/homedetails/4321-Madison-Ave-Brookfield-IL-60513/3887023_zpid/,"475,000","4321 Madison Ave,"," Brookfield, IL 60513",Single Family Residence,1951,"6,316 sqft","3,500", 5, 3, 2, 1, Main, 324 ," Eating Area-Breakfast Bar, Eating Area-Table Space, Island", Flooring(Wood Laminate), Main, 270 ,, Flooring(Wood Laminate), Main, 266 , Separate, Flooring(Wood Laminate), Main,, None, Some Carpeting," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal", Vaulted/Cathedral Ceilings,
118,https://www.zillow.com/homedetails/4321-Madison-Ave-Brookfield-IL-60513/3887023_zpid/,"475,000","4321 Madison Ave,"," Brookfield, IL 60513",Single Family Residence,1951,"6,316 sqft","3,500", 5, 3, 2, 1, Main, 324 ," Eating Area-Breakfast Bar, Eating Area-Table Space, Island", Flooring(Wood Laminate), Main, 270 ,, Flooring(Wood Laminate), Main, 266 , Separate, Flooring(Wood Laminate), Main,, None, Some Carpeting," Natural Gas, Forced Air", Central Air," Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal", Vaulted/Cathedral Ceilings,
119,https://www.zillow.com/homedetails/1221-Prince-Dr-South-Holland-IL-60473/4259427_zpid/,"150,000","1221 Prince Dr,"," South Holland, IL 60473",Single Family Residence,1966,"6,795 sqft","1,153", 3, 2, 1, 1, Main, 143 ,,,,,,,, 120 ,,, Main,, None,, Natural Gas, None,,,
